,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Earth,Europa,Mars,55 Cancri e,PSO J318.5-22,TRAPPIST-1e
30,0,34.0,0,22.0,6073.0,0.0,1438.0,328.0,0,0,1,0,1,0,0
31,0,43.0,0,1125.0,0.0,136.0,48.0,0.0,0,0,0,1,0,0,1
32,0,32.0,0,0.0,850.0,81.0,437.0,453.0,0,1,0,0,0,0,1
33,0,47.0,0,214.0,0.0,1411.0,0.0,1229.0,1,0,0,1,0,0,1
34,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
35,0,20.0,0,224.687617481203,0.0,1750.0,990.0,0.0,1,0,0,1,0,0,1
36,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
37,0,23.0,0,784.0,964.0,0.0,951.0,0.0,0,0,0,1,1,0,0
38,0,15.0,0,0.0,492.0,48.0,20.0,401.0,0,1,0,0,1,0,0
39,0,20.0,0,554.0,195.0,0.0,2606.0,0.0,0,1,0,0,1,0,0
40,1,30.0,0,0.0,0.0,173.72916912197996,0.0,0.0,0,1,0,0,1,0,0
41,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
42,0,45.0,0,0.0,164.0,45.0,2511.0,855.0,0,0,1,0,0,0,1
43,1,55.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
44,1,4.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
45,1,21.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
46,0,21.0,0,970.0,0.0,180.0,0.0,64.0,0,0,0,1,0,0,1
47,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
48,0,35.0,0,790.0,0.0,0.0,311.1387779083431,0.0,0,1,0,0,1,0,0
49,0,56.0,0,0.0,112.0,0.0,1379.0,127.0,0,1,0,0,0,0,1
50,0,28.82793046746535,0,4.0,0.0,2.0,4683.0,0.0,0,1,0,0,0,0,1
51,0,25.0,0,0.0,0.0,1938.0,0.0,1.0,1,1,0,0,0,0,1
52,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
53,1,38.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
54,0,27.0,0,279.0,605.0,3374.0,286.0,3.0,1,0,1,0,0,0,1
55,1,36.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
56,0,22.0,0,45.0,1096.0,148.0,1377.0,1.0,0,1,0,0,0,0,1
57,0,62.0,0,0.0,592.0,0.0,17.0,25.0,0,1,0,0,0,0,1
58,1,15.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
59,1,33.0,0,0.0,0.0,173.72916912197996,0.0,0.0,1,1,0,0,0,0,1
60,0,62.0,0,1.0,153.0,197.0,0.0,460.0,0,1,0,0,0,0,1
61,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
62,0,18.0,0,1.0,258.0,446.0,0.0,0.0,1,1,0,0,0,0,1
63,0,21.0,0,1946.0,37.0,0.0,0.0,24.0,0,1,0,0,1,0,0
64,0,28.82793046746535,0,793.0,0.0,2.0,253.0,0.0,0,0,0,1,0,0,1
65,0,42.0,0,887.0,0.0,9.0,6.0,0.0,1,1,0,0,0,0,1
66,0,19.0,0,190.0,0.0,5.0,1.0,726.0,0,1,0,0,0,0,1
67,0,17.0,0,16.0,2165.0,0.0,0.0,52.0,0,1,0,0,0,0,1
68,0,14.0,0,0.0,1.0,0.0,0.0,1063.0,0,1,0,0,0,0,1
69,0,37.0,0,46.0,83.0,738.0,0.0,12.0,0,0,0,1,0,1,0
70,0,42.0,0,1.0,8397.0,0.0,0.0,506.0,1,0,1,0,0,0,1
71,0,27.0,0,147.0,0.0,1018.0,0.0,0.0,1,0,0,1,0,0,1
72,0,28.0,0,14.0,0.0,1295.0,0.0,0.0,1,0,0,1,0,0,1
73,0,38.0,0,0.0,5840.0,0.0,321.0,304.85479129923584,0,0,1,0,0,0,1
74,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
75,0,42.0,0,7406.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
76,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
77,0,8.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
78,0,24.0,0,688.0,0.0,0.0,0.0,17.0,1,1,0,0,0,0,1
79,1,40.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
80,0,43.0,0,211.0,0.0,0.0,638.0,513.0,0,1,0,0,0,0,1
81,1,45.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
82,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
83,1,26.0,0,224.687617481203,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
84,0,27.0,0,1.0,697.0,31.0,188.0,0.0,0,1,0,0,0,0,1
85,0,19.0,0,0.0,0.0,670.0,1.0,34.0,0,1,0,0,0,0,1
86,1,0.0,0,0.0,0.0,173.72916912197996,0.0,0.0,1,1,0,0,0,0,1
87,1,3.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
88,0,54.0,0,0.0,1208.0,0.0,3.0,637.0,0,0,1,0,0,0,1
89,0,26.0,0,0.0,856.0,5.0,32.0,0.0,0,1,0,0,0,0,1
90,0,26.0,0,0.0,2811.0,957.0,0.0,87.0,1,1,0,0,0,0,1
91,0,23.0,0,311.0,427.0,526.0,37.0,0.0,0,1,0,0,0,1,0
92,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
93,1,31.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
94,0,18.0,0,0.0,0.0,0.0,830.0,91.0,0,1,0,0,0,0,1
95,0,24.0,0,0.0,458.07720329024676,0.0,0.0,17.0,1,1,0,0,0,0,1
96,1,9.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
97,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
98,0,27.0,0,0.0,0.0,570.0,2.0,131.0,0,1,0,0,0,0,1
99,0,21.0,0,1743.0,5.0,17.0,0.0,0.0,0,0,0,1,0,0,1
100,1,23.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
101,0,31.0,0,562.0,0.0,326.0,0.0,0.0,0,1,0,0,0,0,1
102,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
103,0,32.0,0,0.0,410.0,6.0,3929.0,764.0,0,0,1,0,0,0,1
104,0,40.0,0,0.0,331.0,0.0,0.0,1687.0,0,0,1,0,0,0,1
105,0,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,1,0,1,0,0,0,1
106,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
107,1,29.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
108,0,48.0,1,0.0,2537.0,87.0,17.0,13.0,1,0,1,0,1,0,0
109,0,64.0,0,0.0,0.0,804.0,0.0,0.0,1,1,0,0,0,0,1
110,0,27.0,0,82.0,157.0,429.0,238.0,1.0,0,1,0,0,0,0,1
111,0,26.0,0,0.0,0.0,0.0,0.0,304.8547912992357,1,0,0,1,0,0,1
112,0,33.0,0,1.0,2223.0,0.0,12.0,404.0,1,0,1,0,0,0,1
113,0,39.0,0,0.0,2344.0,0.0,65.0,304.85479129923584,0,1,0,0,0,0,1
114,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
115,1,24.0,0,0.0,0.0,0.0,0.0,304.8547912992357,1,0,0,1,0,0,1
116,0,29.0,0,0.0,0.0,0.0,699.0,74.0,0,1,0,0,0,0,1
117,0,18.0,0,55.0,597.0,49.0,0.0,1.0,0,1,0,0,0,0,1
118,1,67.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
119,0,35.0,0,701.0,0.0,296.0,0.0,25.0,0,0,0,1,0,0,1
120,0,61.0,1,2353.0,334.0,9.0,316.0,2.0,0,0,0,1,0,0,1
121,0,45.0,0,2103.0,6.0,0.0,0.0,0.0,0,0,0,1,0,0,1
122,1,22.0,0,0.0,0.0,173.72916912197996,0.0,0.0,1,1,0,0,0,1,0
123,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
124,0,36.0,0,2738.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
125,0,19.0,0,0.0,14.0,730.0,0.0,0.0,1,1,0,0,0,0,1
126,0,47.0,0,97.0,418.0,126.0,25.0,55.0,0,1,0,0,0,1,0
127,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
128,0,34.0,0,0.0,22.0,0.0,564.0,207.0,0,1,0,0,0,0,1
129,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
130,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
131,0,26.0,0,440.0,0.0,0.0,0.0,462.0,0,1,0,0,0,0,1
132,0,31.0,0,224.687617481203,0.0,97.0,0.0,0.0,0,0,0,1,0,0,1
133,0,20.0,0,0.0,420.0,210.0,0.0,0.0,1,1,0,0,0,0,1
134,0,56.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
135,1,50.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
136,0,42.0,0,1072.0,0.0,10.0,0.0,76.0,0,0,0,1,0,0,1
137,1,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
138,1,38.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0
139,0,41.0,0,0.0,0.0,0.0,0.0,607.0,0,1,0,0,0,0,1
140,0,22.0,0,4119.0,0.0,0.0,0.0,61.0,0,1,0,0,0,0,1
141,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
142,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
143,0,57.0,0,50.0,1688.0,0.0,311.1387779083431,135.0,1,1,0,0,0,0,1
144,1,17.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
145,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
146,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
147,0,27.0,0,1365.0,0.0,48.0,22.0,137.0,0,0,0,1,0,0,1
148,1,31.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
149,0,24.0,0,0.0,0.0,0.0,221.0,567.0,0,1,0,0,0,0,1
150,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
151,1,32.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
152,0,58.0,0,0.0,985.0,0.0,5.0,0.0,1,1,0,0,0,0,1
153,0,21.0,0,287.0,0.0,16.0,115.0,175.0,0,1,0,0,1,0,0
154,0,38.0,0,0.0,10346.0,1.0,14970.0,304.85479129923584,0,0,1,0,0,0,1
155,0,38.0,0,3414.0,0.0,161.0,28.0,119.0,0,0,0,1,0,0,1
156,0,19.0,0,1.0,219.0,673.0,2.0,11.0,1,1,0,0,0,0,1
157,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
158,0,3.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
159,0,20.0,0,0.0,0.0,3.0,299.0,92.0,0,1,0,0,0,0,1
160,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
161,0,37.0,0,17.0,146.0,426.0,0.0,232.0,1,1,0,0,0,0,1
162,0,25.0,0,62.0,0.0,0.0,0.0,956.0,0,1,0,0,0,0,1
163,1,56.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
164,0,49.0,0,84.0,3.0,401.0,202.0,98.0,0,1,0,0,1,0,0
165,1,11.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0
166,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
167,0,8.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
168,0,39.0,0,0.0,0.0,10.0,898.0,0.0,0,1,0,0,0,0,1
169,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
170,0,23.0,0,224.687617481203,0.0,8.0,1072.0,0.0,0,0,0,1,0,0,1
171,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
172,0,39.0,0,406.0,0.0,867.0,0.0,0.0,1,0,0,1,0,0,1
173,0,25.0,0,1052.0,0.0,719.0,0.0,7.0,0,0,0,1,0,1,0
174,0,36.0,0,0.0,972.0,0.0,795.0,575.0,0,0,1,0,0,0,1
175,0,52.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
176,1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
177,1,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
178,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
179,1,47.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
180,1,45.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
181,0,28.82793046746535,0,0.0,2433.0,173.72916912197996,878.0,443.0,1,0,1,0,1,0,0
182,1,51.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
183,0,29.0,0,0.0,2.0,66.0,0.0,705.0,0,1,0,0,0,0,1
184,0,28.82793046746535,0,2.0,1720.0,12.0,1125.0,122.0,1,0,1,0,1,0,0
185,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
186,1,24.0,0,0.0,0.0,173.72916912197996,0.0,0.0,1,1,0,0,1,0,0
187,0,29.0,0,902.0,1.0,137.0,0.0,0.0,1,0,0,1,0,0,1
188,1,11.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
189,0,17.0,0,848.0,0.0,307.0,182.0,0.0,0,0,0,1,0,0,1
190,0,13.0,0,192.0,0.0,0.0,51.0,739.0,0,1,0,0,0,0,1
191,0,35.0,0,147.0,188.0,0.0,10.0,387.0,0,1,0,0,0,0,1
192,0,21.0,0,367.0,281.0,0.0,0.0,146.0,0,1,0,0,0,0,1
193,0,21.0,0,0.0,56.0,0.0,0.0,1918.0,0,1,0,0,1,0,0
194,0,38.0,0,1517.0,0.0,0.0,27.0,0.0,0,1,0,0,0,0,1
195,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
196,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
197,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
198,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
199,0,25.0,0,122.0,84.0,173.72916912197996,0.0,0.0,0,1,0,0,0,0,1
200,0,16.0,0,0.0,3.0,0.0,0.0,1099.0,0,1,0,0,0,0,1
201,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0
202,1,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
203,0,21.0,0,2237.0,0.0,119.0,0.0,0.0,0,0,0,1,1,0,0
204,0,23.0,0,1215.0,80.0,1.0,2.0,0.0,0,0,0,1,0,0,1
205,0,33.0,0,1933.0,12.0,188.0,1.0,0.0,0,0,0,1,0,0,1
206,1,21.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
207,0,41.0,0,1230.0,0.0,301.0,43.0,1023.0,0,0,0,1,0,0,1
208,0,16.0,0,915.0,0.0,221.0,234.0,0.0,0,0,0,1,0,0,1
209,1,42.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
210,0,20.0,0,1406.0,0.0,0.0,11.0,0.0,0,0,0,1,0,0,1
211,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
212,1,16.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
213,0,21.0,0,0.0,2.0,665.0,0.0,9.0,0,1,0,0,0,0,1
214,0,32.0,1,181.0,0.0,5.0,1634.0,0.0,0,0,0,1,0,0,1
215,1,58.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
216,0,24.0,0,4.0,7.0,0.0,713.0,79.0,0,1,0,0,0,0,1
217,0,30.0,0,85.0,0.0,1.0,1720.0,0.0,0,0,0,1,0,0,1
218,1,27.0,0,0.0,458.07720329024676,0.0,0.0,0.0,0,1,0,0,0,1,0
219,0,32.0,0,56.0,0.0,256.0,1438.0,0.0,0,0,0,1,0,0,1
220,0,43.0,0,224.687617481203,888.0,0.0,0.0,0.0,0,1,0,0,0,0,1
221,1,42.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
222,0,37.0,0,637.0,0.0,0.0,92.0,319.0,0,0,0,1,0,0,1
223,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
224,0,33.0,0,0.0,1249.0,0.0,4812.0,1116.0,0,0,1,0,1,0,0
225,0,18.0,0,313.0,1.0,691.0,283.0,0.0,0,1,0,0,0,0,1
226,1,21.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
227,1,43.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
228,1,14.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
229,0,46.0,0,0.0,3571.0,0.0,0.0,7.0,1,0,1,0,1,0,0
230,0,33.0,0,0.0,86.0,796.0,584.0,304.85479129923584,0,0,1,0,0,0,1
231,0,21.0,0,2947.0,0.0,287.0,27.0,0.0,0,0,0,1,0,0,1
232,0,33.0,0,0.0,1.0,0.0,8620.0,1063.0,0,0,1,0,0,0,1
233,1,47.0,0,224.687617481203,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
234,1,54.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
235,0,30.0,0,335.0,695.0,541.0,0.0,0.0,0,1,0,0,0,0,1
236,0,29.0,0,272.0,615.0,0.0,0.0,1.0,0,1,0,0,0,0,1
237,0,21.0,0,702.0,172.0,408.0,2.0,6.0,1,1,0,0,0,0,1
238,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
239,0,21.0,0,1664.0,0.0,173.72916912197996,0.0,0.0,0,0,0,1,1,0,0
240,1,60.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
241,0,22.0,0,0.0,0.0,313.0,299.0,92.0,0,1,0,0,0,0,1
242,0,26.0,0,0.0,4810.0,0.0,981.0,304.85479129923584,0,0,1,0,0,0,1
243,0,26.0,0,66.0,29.0,0.0,0.0,803.0,0,1,0,0,0,0,1
244,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
245,1,39.0,0,0.0,0.0,0.0,311.1387779083431,0.0,1,0,1,0,0,0,1
246,0,13.0,0,118.0,0.0,0.0,754.0,1.0,0,1,0,0,0,0,1
247,0,47.0,0,0.0,231.0,592.0,0.0,0.0,1,1,0,0,1,0,0
248,0,63.0,0,0.0,25.0,128.0,0.0,1240.0,0,1,0,0,0,0,1
249,1,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
250,0,50.0,0,44.0,2390.0,0.0,53.0,0.0,1,1,0,0,1,0,0
251,0,35.0,0,0.0,0.0,0.0,888.0,304.8547912992357,0,1,0,0,0,0,1
252,0,45.0,0,0.0,97.0,0.0,14.0,333.0,0,1,0,0,0,0,1
253,0,19.0,0,0.0,0.0,2078.0,0.0,0.0,1,1,0,0,0,0,1
254,0,21.0,0,0.0,918.0,0.0,0.0,0.0,1,1,0,0,0,0,1
255,1,29.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
256,0,22.0,0,146.0,654.0,1.0,0.0,2.0,1,1,0,0,0,0,1
257,1,14.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
258,1,42.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
259,0,57.0,0,3.0,1281.0,29.0,162.0,13.0,0,1,0,0,1,0,0
260,1,39.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
261,0,28.0,0,0.0,587.0,32.0,6.0,1460.0,0,0,1,0,0,0,1
262,0,19.0,0,0.0,0.0,0.0,0.0,828.0,0,1,0,0,1,0,0
263,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
264,0,26.0,0,0.0,4458.0,0.0,1157.0,262.0,1,0,1,0,1,0,0
265,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
266,0,43.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
267,0,9.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
268,0,40.0,0,0.0,6500.0,88.0,1090.0,0.0,1,0,1,0,0,0,1
269,1,50.0,0,0.0,0.0,0.0,311.1387779083431,0.0,1,0,1,0,0,0,1
270,0,24.0,0,90.0,2.0,1324.0,17.0,0.0,1,1,0,0,0,0,1
271,1,57.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
272,1,16.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
273,0,23.0,0,0.0,0.0,15.0,0.0,1370.0,0,1,0,0,0,0,1
274,1,23.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
275,0,28.0,0,0.0,422.0,0.0,1851.0,304.85479129923584,0,0,1,0,0,0,1
276,0,23.0,0,0.0,584.0,0.0,20.0,304.85479129923584,0,0,1,0,1,0,0
277,0,23.0,0,368.0,175.0,259.0,1.0,101.0,0,1,0,0,0,0,1
278,0,18.0,0,0.0,0.0,1359.0,0.0,0.0,1,1,0,0,0,0,1
279,0,18.0,0,1194.0,0.0,157.0,6.0,0.0,0,1,0,0,0,0,1
280,0,67.0,0,224.687617481203,230.0,0.0,4476.0,241.0,0,0,1,0,0,0,1
281,0,60.0,0,7.0,540.0,1.0,0.0,4.0,1,1,0,0,0,1,0
282,1,28.82793046746535,0,0.0,0.0,173.72916912197996,0.0,0.0,1,1,0,0,1,0,0
283,0,49.0,0,331.0,0.0,0.0,318.0,0.0,1,1,0,0,1,0,0
284,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
285,0,26.0,0,386.0,0.0,74.0,0.0,1330.0,0,1,0,0,1,0,0
286,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
287,0,24.0,0,0.0,2628.0,173.72916912197996,170.0,0.0,1,0,1,0,0,0,1
288,1,20.0,0,0.0,0.0,0.0,0.0,304.8547912992357,1,0,1,0,0,0,1
289,0,18.0,0,0.0,2.0,0.0,311.1387779083431,0.0,0,1,0,0,0,0,1
290,0,21.0,0,0.0,5.0,3.0,0.0,304.8547912992357,0,1,0,0,0,0,1
291,0,59.0,1,1018.0,0.0,209.0,0.0,0.0,0,1,0,0,0,0,1
292,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
293,1,43.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0
294,1,29.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
295,0,19.0,0,17.0,0.0,784.0,0.0,2.0,1,1,0,0,0,0,1
296,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
297,0,32.0,0,247.0,4651.0,0.0,46.0,202.0,1,0,1,0,0,0,1
298,0,33.0,0,443.0,317.0,0.0,148.0,1260.0,0,0,1,0,0,0,1
299,0,25.0,0,0.0,0.0,251.0,0.0,552.0,0,1,0,0,0,0,1
300,1,29.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
301,0,29.0,0,5715.0,2.0,211.0,1476.0,0.0,0,0,0,1,0,0,1
302,0,44.0,0,695.0,1.0,16.0,0.0,0.0,0,1,0,0,0,0,1
303,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
304,0,19.0,0,417.0,349.0,634.0,3.0,1057.0,1,0,0,1,0,0,1
305,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
306,1,18.0,0,0.0,0.0,173.72916912197996,0.0,0.0,1,1,0,0,0,0,1
